bmj-86-5,ivonne solis-trapala,senior lecturer in medical statistics,keele university
bmj-86-6,angie wade,professor of medical statistics,university college london
bmj-87-0,david boniface,senior research associate,ucl dept of behavioural science and health
bmj-87-1,maria glymour,professor,ucsf
bmj-87-2,tao huang,research professor,peking university school of public health
bmj-87-3,david bann,associate professor in population health,ucl
bmj-88-1,monica adhiambo onyango,clinical assistant professor,boston university school of public health
bmj-88-2,shira goldenberg,assistant professor and research scientist,simon fraser university/centre for gender & sexual health equity (cgshe)
bmj-89-0,sian m griffiths,emeritus professor,chinese university of hong kong
bmj-89-1,max w abbott,"dean, pro vice-chancellor and professor",auckland university of technology
bmj-89-2,mike daube,emeritus professor,curtin university
bmj-9-0,christian subbe,improvement science fellow,health foundation
bmj-9-1,ben van calster,medical statistician,ku leuven
bmj-9-2,annemie heselmans,postdoctoral researcher,kuleuven
bmj-9-3,manzoor ahmed,patient leader,royal berkshire hospital
bmj-90-0,vin tangpricha,professor of medicine,emory university
bmj-90-1,jane mcelroy,assoc prof,univ of missouri-columbia
bmj-90-2,tonia poteat,assistant professor,unc
bmj-90-3,reubs j walsh,promovendus,"vrije universtiet amsterdam, department of clinical, neuro-, and"
bmj-91-0,j. bryan carmody,pediatric nephrologist,eastern virginia medical school
bmj-91-1,valerie luyckx,physician,brigham and women's hospital
bmj-91-2,daniel t lackland,professor,medical university of south carolina
bmj-91-3,daishi hirano,pediatrician,the jikei university school of medicine
bmj-93-0,henrik bggild,associate professor,"public health and epidemiology, health science and technology, aalborg"
bmj-93-1,simon bacon,professor,concordia university & ciusss-nim
bmj-93-2,brian lee,associate professor,drexel university school of public health
bmj-93-3,angie wade,professor of medical statistics,ucl great ormond street institute of child health
bmj-94-0,stergios tzikas,cardiologist,aristotle university of thessaloniki
bmj-94-1,b graham bell,patient,n/a
bmj-94-2,g.e. cramer,cardiologist,radboudumc
bmj-94-3,nicholas mills,professor of cardiology,university of edinburgh
bmj-94-4,pontus andell,"md, phd, epidemiologist, resident in cardiology","unit of cardiology, department of medicine, karolinska institutet, and heart and"
bmj-94-5,marcio bittencourt,attending cardiologist / associate professor,university of sao paulo school of medicine / hospital israelita albert einstein
bmj-96-0,jing gu,associate professor,sun yat-sen university
bmj-96-1,guanrong zhang,statistician,guangdong academy of medical sciences
bmj-98-0,rowan harwood,"professor, geriatrician",university of nottingham
bmj-98-2,dallas seitz,"associate professor, department of psychiatry","queen's university, kingston, ontario, canada"
bmj-98-3,richard riley,professor of biostatistics,keele university
bmj-99-0,maria sarigianni,clinical researcher,"clinical research and evidence-based medicine unit, second medical department, aristotle"
bmj-99-1,jennifer hirst,senior primary care researcher,university of oxford
bmj-99-2,rafael perera,professor of medical statistics,university of oxford
